idsubproduto,nome_produto,descrsecao,descrgrupo,descrsubgrupo,descricao_produto,especificacao_tecnica,pagina_web,manual,fotos
11569,MINI DISJ UNIP CURVA C 3KA GUEPAR 50A,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Mini disjuntor unipolar curva C com 50A de corrente nominal, 3KA de capacidade interruptora e tensão nominal de 400V. Ideal para proteção de circuitos elétricos contra sobrecarga e curto-circuito em instalações residenciais, comerciais e industriais.","Corrente nominal: 50A, Tensão nominal: 400V, Capacidade interruptora: 3KA, Curva de disparo: C, Frequência: 50/60Hz, Norma: NBR NM 60898/NBR IEC 60947-2",https://www.entradasdeenergia.com.br/minidisjuntor-din-3p-curva-c-50a-3ka,https://maiagropet.corpsuite.com.br/outros/mini-disjuntor-trip-50a-curva-c-3ka-guepar,https://maiagropet.corpsuite.com.br/outros/mini-disjuntor-trip-50a-curva-c-3ka-guepar | https://www.construthema.com.br/disjuntor-mini-monofasico-mdwp-curva-c-50a-weg | https://luzemaroffshore.com.br/Produto.aspx?idProduto=461665
2169,MINI TORNO BANCADA FIXO 50MM *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Mini Torno de Bancada Fixo 50mm Worker, indicado para fixação de peças, montagem e desmontagem de componentes em ferramentarias, oficinas, obras civis e indústrias. Fabricado com corpo de ferro fundido de alta densidade.","Base fixa, corpo de ferro fundido, altura 14 cm, largura 9 cm, comprimento 12 cm, peso 680 g, abertura da mandíbula 50mm, profundidade máxima para fixação 33mm.",https://www.cefeq.com.br/maq-e-equip-diversos/metal/torno-bancada/mini-torno-de-bancada-fixo-50mm,https://casadosoldador.com.br/p/mini-torno-de-bancada-fixo-50mm-worker-10542,https://www.universodolar.com.br/mini-torno-de-bancada-fixo-worker-50mm | https://casadosoldador.com.br/p/mini-torno-de-bancada-fixo-50mm-worker-10542 | https://www.cefeq.com.br/maq-e-equip-diversos/metal/torno-bancada/mini-torno-de-bancada-fixo-50mm
4484,MULTIMETRO DIGITAL,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Multímetro digital para medição de tensão, corrente e resistência elétrica, com display de 3 1/2 dígitos e precisão variável dependendo da faixa de medição.","Display: 3 1/2 dígitos, 2000 contagens. Velocidade de medida: 2~3 vezes/seg. Indicação de polaridade: automática. Indicação de sobrecarga: '1'. Indicação de bateria fraca: símbolo de bateria. Mudança de faixa: manual. Temperatura de operação: 0°C a 40°C, RH < 75%. Temperatura de armazenamento: -20°C a 60°C, RH < 80%. Altitude de operação: 2000m. Alimentação: bateria 9V (NEDA 1604 ou 6F22 ou 006P). Dimensões: 138(A) x 72(L) x 38(P)mm. Peso: 153g (incluindo bateria).",https://www.molgar.com/assets/documentos/productos/manuales/mul001_manual.pdf,https://www.eletropecas.com/_uploads/ProdutoDownload/produto_20.pdf,https://www.minipa.com.br/categoria/multimetros | https://rocketreach.co/ferramentas-gerais-profile_b5c37319f42e0f5f
2254,PA BICO C/ CABO PLÁSTICO *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"A Pá de Bico Pequena com Cabo em Y da Tramontina é uma ferramenta robusta e ergonômica, ideal para trabalhos em jardinagem, construção civil e agricultura. Sua ponta em formato de bico facilita o corte e a movimentação de terra, areia e outros materiais.","Marca: TRAMONTINA, Código NCM: 82011000, Código de Barras (EAN): 7891117030362, Comprimento do cabo: 45cm, Ponta em formato de bico, Cabo em Y, Fabricação com materiais de alta resistência",https://www.satyr.casa/pa-de-bico-pequena-com-cabo-y-plastico-45-cm-tramontina/p,Não encontrado,https://www.minasferramentas.com.br/12355/pa-de-bico-com-cabo-y-de-madeira-punho-plastico-n4-295x340mm-tramontina-77460-444 | https://www.magaluempresas.com.br/pa-de-bico-tramontina-com-cabo-plastico/p/bg2fc6f33c/fj/pjdn | https://castorcenter.com.br/produtos/pa-de-bico-com-cabo-71cm-tramontina
285,"PA QUADRADA 3"" C/ CABO PLAS.*",ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"A Pá Quadrada N° 3 com Cabo Plástico da MAX Ferramentas é uma ferramenta manual robusta e versátil, ideal para movimentação de materiais soltos como terra, areia, brita e argamassa. Projetada para oferecer eficiência e conforto em tarefas de construção, jardinagem e agricultura.","Tamanho: N° 3; Material da Lâmina: Aço Carbono; Material do Cabo: Plástico; Uso Indicado: Manuseio de terra, areia, brita, argamassa e outros materiais soltos em construção, jardinagem, agricultura e uso geral.",https://www.ramosconstruir.com.br/produtos/pa-quadada-3-c-cabo-plast-max-ferramentas,Não encontrado,https://www.superproatacado.com.br/pa-quadrada-n-3-com-cabo-y-de-plastico-da-kala-286620/p | https://www.minasferramentas.com.br/10323/pa-quadrada-com-cabo-y-de-madeira-punho-plastico-n3-291x245mm-tramontina-77465-434 | https://www.fermaquinas.com.br/pa-quadrada-n%2525C2%2525BA3-com-cabo-y-de-plastico-505150-max-ferramentas/p
1574,PE DE CABRA 3/4 X 50 CM *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Pé de Cabra Collins 3/4"" x 50cm, feito de aço especial forjado e temperado, com acabamento em pintura eletrostática a pó. Ideal para trabalhos de construção, carpintaria e bricolagem.","Material: Aço Especial Forjado e Temperado; Acabamento: Pintura Eletrostática a Pó; Tratamento: Temperado por Indução nas Extremidades; Diâmetro: 3/4""; Comprimento: 50cm; Marca: Collins",https://www.superproatacado.com.br/pe-de-cabra-collins-3-4-x50cm-sx-436720/p,Não encontrado,https://www.universodolar.com.br/pe-de-cabra-3-4-50cm---ferramenta-de-alavanca-resistente-21612-dtools-max-1-5002 | https://www.coelhodistribuidor.com.br/pe-de-cabra-50-cm--34-max-17994
1975,PICADEIRA DE SOLDA COM MOLA *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Picadeira de solda com mola, indicada para remoção de escórias e impurezas provenientes dos processos de soldagem. Possui cabo com mola que reduz vibrações e aumenta o desempenho.",Material: Aço carbono forjado; Cabo: Mola espiral; Altura Total: 290mm; Comprimento da Cabeça: 160mm; Comprimento do Punho: 120mm; Gancho de Descanso: Sim; Peso: 500g; Cor: Preto; Modelo: 012223912; Marca: CARBOGRAFITE,https://www.anhangueraferramentas.com.br/produto/martelo-picador-de-solda-com-mola-012223912-carbografite-107967,https://pt.scribd.com/document/862291513/Picadeira-de-Solda-Pesquisa-Google,https://www.lojadomecanico.com.br/produto/110493/2/253/picadeira-de-solda-com-mola-carbografite-12223912 | https://pt.scribd.com/document/862291513/Picadeira-de-Solda-Pesquisa-Google | https://www.anhangueraferramentas.com.br/produto/martelo-picador-de-solda-com-mola-012223912-carbografite-107967
3672,PICARETA ALVIAO S/ CABO FORJADA *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"A Picareta Alvião com Cabo Forjada da Minasul é uma ferramenta robusta e resistente, ideal para trabalhos pesados como quebra de solos compactos e escavação de terrenos rochosos.","Tipo de Produto: Picareta, Possui Cabo: Sim, Material do Cabo: Madeira, Tipo de Material: Forjada, Comprimento do Cabo: 1,2 m, Modelo: 19, Uso Indicado: Quebra de solos compactos, escavação de terrenos rochosos e remoção de obstáculos em projetos de construção e mineração, Garantia do Fabricante: 3 Meses de Garantia Contra Defeitos de Fabricação",https://www.obramax.com.br/picareta-alviao-com-cabo-minas-sul-89747686/p,Não encontrado,https://www.casteloforte.com.br/produto/88170-picareta-alviao-com-cabo | https://www.ferramentastenace.com.br/detalhes-do-produto/57/cabo-picareta-chibanca-alvi-o
11995,PISTOLA APLICADORA DE SELANTES BATERIA,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"A Pistola Aplicadora de Selantes Titanium TI-21/6500P é indicada para aplicação de silicones, selantes e adesivos em cartuchos ou sachês compatíveis de até 600 ml. Possui motor com escovas de carvão, velocidade variável com 6 níveis de ajuste e força de dispensação de até 6.500 Nm.","Marca: Titanium, Modelo: TI-21/6500P, Tensão nominal: 21 V DC, Tecnologia da bateria: Íons de lítio, Compatibilidade de bateria: Titanium 21 V 2 Ah ou 4 Ah, Motor: Com escovas de carvão, Controle de velocidade: Variável com 6 níveis, Força de dispensação: Até 6.500 Nm, Velocidade de dispensação: Até 9,6 mm/s, Capacidade máxima: 600 ml, Nível de pressão sonora: 63 dB(A), Nível de potência sonora: 68 dB(A), Nível de vibração: 7,73 m/s², Garantia: 12 meses",https://rrparafusos.com.br/pistola-aplicadora-de-selante-a-bateria-21-v-600-ml-ti-21-6500p-titanium-08614,https://varejo.wurth.com.br/p/10183666/pistola-aplicadora-de-selantes-bateria-18v-20-ah-wurth-5700500001-unitario,https://varejo.wurth.com.br/p/10183666/pistola-aplicadora-de-selantes-bateria-18v-20-ah-wurth-5700500001-unitario | https://rrparafusos.com.br/pistola-aplicadora-de-selante-a-bateria-21-v-600-ml-ti-21-6500p-titanium-08614 | https://www.casteloforte.com.br/produto/136338-pistola-aplicadora-de-selantes-platina-ti-2165p-21v-(cartucho-300-ml)
10870,"PISTOLA DE AR DIRETO 1,3MM - BESTFER",ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Pistola de Pintura Ar Direto Bestfer 1,3mm com capacidade de 650ml, ideal para pintura automotiva, industrial, residencial e artesanal. Proporciona aspersão uniforme e acabamento profissional.","Bocal: 1,3mm; Pressão recomendada: 30 ~ 40 PSI; Capacidade do recipiente: 650ml; Consumo de ar: 3.0 ~ 4.5 CFM; Entrada de ar: 1/4""; Materiais: Ferro, Zinco, Nylon e Plástico; Peso: 360g; Dimensões: 22x19x9,5cm (AxCxL)",https://www.adfferramentas.com.br/ferramentas/ferramentas-pneumaticas/pistola-pintura-ar-direto-1-3-mm-bfh2633-bestfer,Não encontrado,https://www.pressostatosbr.com.br/ferragens/pintura/pistola-de-pintura-ar-direto-bestfer-1-3-mm | https://www.adfferramentas.com.br/ferramentas/ferramentas-pneumaticas/pistola-pintura-ar-direto-1-3-mm-bfh2633-bestfer | https://www.wkshop.com.br/Produto/Pistola-de-PIntura-Ar-Direto-13mm-Caneca-650ml-BFH2633-BESTFER/5863
11149,PISTOLA DE COLA QUENTE 40W MD,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Pistola de cola quente de 40W, ideal para colagens rápidas em diversos materiais como papel, plástico, madeira e tecidos. Com design ergonômico e fácil manuseio.","Frequência: 60Hz, Potência máxima: 40W, Potência nominal: 12W, Diâmetro máximo do bastão de cola: 11mm, Voltagem: 127/220V, Temperatura: aproximadamente 170°C, Com botão liga e desliga",https://www.dutramaquinas.com.br/p/pistola-de-cola-quente-11-mm-40-watts-pcq-040-pcq-040,https://www.dismatal.com.br/estatico/dismatal/documentos/3099006000/Manual%20de%20Instru&ccedil;&otilde;es.pdf,https://www.amazon.com.br/Pistola-Cola-Quente-40-Md/dp/B077VWQDFG | https://www.3reletrica.com.br/pistola-de-cola-quente-11mm-40w-bivolt-foxlux | https://rocketreach.co/tres-s-ferramentas-de-precisao-profile_b40edb0effdb7b3a
10614,PONTEIRO 3/4 X 10 C/ EMPUNHADURA LARANJA,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Ponteiro de Aço Redondo com Empunhadura Famastil, com têmpera na ponta para maior resistência. Disponível nos tamanhos 10” e 12”, com pintura na cor laranja.","Têmpera na ponta, produzido em aço, pintura na cor laranja, tamanhos: 10” e 12”, largura 3/4 (19MM) x comprimento 10 (250MM).",https://www.famastilferramentas.com/ponteiro-de-aco-redondo-com-empunhadura-famastil,Não encontrado,https://www.guemat.com.br/ponteiro-com-empunhadura-laranja-3/4x10-famastil | https://www.rcdshop.com.br/ponteiro-com-empunhadura-starfer-3-4x10-11069932 | https://www.famastilferramentas.com/ponteiro-de-aco-redondo-com-empunhadura-famastil
10616,PONTEIRO 3/4 X 12 C/ EMPUNHADURA LARANJA,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Ponteiro de Aço Redondo com Empunhadura Laranja, medindo 3/4"" x 12"", produzido em aço forjado e pintado na cor laranja para maior resistência e durabilidade.","Têmpera na ponta, produzido em aço, pintura na cor laranja, comprimento total de 300 mm (12""), diâmetro de 19 mm (3/4""), empunhadura laranja.",https://www.famastilferramentas.com/ponteiro-de-aco-redondo-com-empunhadura-famastil,Não encontrado,https://www.famastilferramentas.com/ponteiro-de-aco-redondo-com-empunhadura-famastil | https://www.felap.com.br/ponteiro-de-aco-3-4-x-12-costa-ferramentas/p/0415
10083,PONTEIRO ACO CROMADO 1/2X 12'' *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Ponteiro Aço Cromado 1/2"" x 12"" da Milton Morila é uma ferramenta manual projetada para trabalhos de impacto, como abrir cavidades em concreto, alvenaria ou outros materiais resistentes. Fabricado em aço cromado, oferece durabilidade e resistência à corrosão.","Marca: Milton Morila, Material: Aço cromado de alta resistência, Diâmetro: 1/2"" (12 mm), Comprimento: 12 polegadas, Referência: 6117",https://www.lojaagrometal.com.br/produto/ponteiro-aco-cromado-1-2-x-12-6117-milton-morila-79460,Não encontrado,https://www.lojaagrometal.com.br/produto/ponteiro-aco-cromado-1-2-x-12-6117-milton-morila-79460 | https://www.felap.com.br/ponteiro-de-aco-1-2-x-12-costa-ferramentas/p/0414
2021,PONTEIRO ACO CROMADO 3/4 X 12'' *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Ponteiro de aço cromado 3/4 x 12"" (30cm) ideal para trabalhos de demolição, cinzelamento e perfuração em concreto, alvenaria e pedra. Fabricado em aço de alta qualidade, com ponta temperada para maior resistência e durabilidade.","Marca: Costa Ferramentas, Código: 0415, Diâmetro: 3/4"" (19,05mm), Comprimento: 12"" (305mm), Material: aço forjado e temperado, Acabamento: fosfatizado ou pintado, Aplicações: demolição, cinzelamento, corte em concreto, alvenaria e pedra, Indicação de uso: uso profissional e industrial",https://www.felap.com.br/ponteiro-de-aco-3-4-x-12-costa-ferramentas/p/0415,Não encontrado,https://www.felap.com.br/ponteiro-de-aco-3-4-x-12-costa-ferramentas/p/0415 | https://www.guaxucabos.com.br/none-171907344 | https://www.colomartiferramentas.com.br/p-ponteiro-aco-cromado-liso-3-4-x-12-moreira
1004,PONTEIRO REDONDO 10'' *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Ponteiro manual redondo de 10 polegadas, fabricado em aço com alto teor de carbono e ponta temperada, ideal para quebrar e furar alvenaria e concreto.","Material: Aço alto teor de carbono, ponta temperada; Perfil do corpo: Redondo; Medida do corpo: 3/4"" - 19 mm; Comprimento total: 10"" - 254 mm; Acabamento: Pintado; Indicação de uso: Quebrar e furar alvenaria e concreto.",https://www.todimo.com.br/ponteiro-vonder-redondo-10-3338000100-112071/p,https://montevideoindustrial.com.uy/wp-content/uploads/2022/12/27-911-09-002.pdf,https://www.elitemais.com.br/ponteiro-redondo-10-polegadas-tramontina-para-metal | https://www.tramontina.com.br/ponteiro-redondo-10%22-tramontina-master-com-corpo-em-aco-especial/41136110.html | https://www.lojamerc.com.br/ferramenta-ponteiro-redondo-10---tramontina---41136110/p
1002,PONTEIRO REDONDO 12'' *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Ponteiro manual redondo de 12 polegadas, ideal para quebrar e furar alvenaria e concreto na construção civil. Fabricado com aço forjado e pintura eletrostática para maior durabilidade.","Comprimento total: 300 mm, Diâmetro: 18 mm, Material: Aço forjado, Acabamento: Pintado, Cor: Preto, Peso: 0,56 kg, Garantia: 90 dias",https://www.fg.com.br/ponteiro-manual-redondo-12--para-pedras-41136-112---tramontina/p,Não encontrado,https://www.normatel.com.br/produto/ponteiro-redondo-12-tramontina-79535 | https://www.lojamerc.com.br/ferramenta-ponteiro-redondo-12---tramontina---41136112/p | https://www.anhangueraferramentas.com.br/produto/ponteiro-redondo-12-2080-pacetta-115108
1001,PONTEIRO REDONDO 8'' *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Ponteiro Redondo 8'' é ideal para construções civis e é conhecido por sua grande qualidade. Fabricado em aço resistente, com acabamento lixado na região do corte e pintura vermelha no corpo.","Material: Aço SAE 1045; Acabamento: Lixado na Região do Corte 40cm; Tratamento: Temperado e Revenido; Proteção: Na Região de Corte Polido, e o Corpo Pintado na Cor Vermelha; Dureza: Na Região do Corte 45 a 55 HRC; Modelo: 2080; Marca: PACETTA; Comprimento: 200mm",https://www.anhangueraferramentas.com.br/produto/ponteiro-redondo-8-2080-pacetta-113893,Não encontrado,https://www.amazon.com.br/SAO-ROMAO-Ponteiro-Redondo-Rom%C3%A3o/dp/B077VCDQPB | https://www.minasferramentas.com.br/4623/ponteiro-redondo-3-4x8-pacetta-2080 | https://www.famastilferramentas.com/ponteiro-de-aco-redondo-2
3512,PONTEIRO SDS 250MM,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Ponteiro SDS Plus 250 mm, utilizado em marteletes para romper concreto, alvenaria e pedras. Fabricado em aço forjado e temperado para maior resistência e durabilidade.","Comprimento: 250 mm, Tipo de encaixe: SDS Plus, Material: Aço forjado e temperado, Peso: 0,24 kg, Garantia: 90 dias",https://www.fg.com.br/ponteiro-sds--plus-250mm---vonder/p,Não encontrado,https://www.333obra.com.br/ponteiro-sds-plus-250mm-cortag.html | https://www.ferramentaskennedy.com.br/ponteiro-sds-plus-250-mm-481246-worker/p | https://www.sodimac.com.br/sodimac-br/product/612554/ponteiro-sds-plus-250mm/612554
5620,PONTEIRO SDS 400MM *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Ponteiro SDS Max de 400mm é uma ferramenta robusta e altamente eficaz para demolição e quebra de materiais resistentes, como concreto, alvenaria e pedras. Fabricado em aço forjado e temperado para maior resistência e durabilidade.","Tipo: Ponteiro; Tipo de encaixe: SDS Max; Comprimento: 400 mm; Perfil do corpo do ponteiro: Redondo; Massa aproximada (peso): 0,70 kg a 0,709 kg; Código EAN: 7893946231507 (VONDER); Código do Fabricante: 0; Marca: VONDER, BOSCH, WORKER",https://www.anhangueraferramentas.com.br/produto/ponteiro-com-encaixe-sds-max-de-400mm-5374200400-vonder-131366,Não encontrado,https://www.ferramac.com.br/7291/ponteiro-sds-max-400-mm-makita | https://www.superproatacado.com.br/ponteiro-sds-plus-em-aco-cromo-400mm-worker-289514/p | https://www.ferramentaskennedy.com.br/ponteiro-sds-max-400-mm-481262-worker/p
2286,PRUMO DE CENTRO 300GR *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Prumo de Centro 300g é uma ferramenta essencial para profissionais da construção civil e entusiastas do bricolage, garantindo precisão em trabalhos de nivelamento de paredes e estruturas.","Marca: Max Ferramentas, Código: 84555, Peso: 300 g, Material: aço e corda em nylon, Corpo: Metal, Base: Madeira, Modelo: Prumo de centro",https://www.felap.com.br/prumo-de-centro-300g-max-ferramentas/p/84555,Não encontrado,https://www.ararenseferramentas.com.br/prumo-centro-300g-em-aco-mtx-34837 | https://www.famastilferramentas.com/prumo-de-centro | https://shopee.com.br/Kit-2-Prumo-De-Centro-300g-Corpo-A%C3%A7o-Cord%C3%A3o-5-Metros-Ferramenta-Para-Pedreiro-Obra-Constru%C3%A7%C3%A3o-Civil-i.574552176.51359272353
633,PRUMO DE PAREDE 300GR *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Prumo de parede de plástico 300g VONDER, indicado para nivelamento de paredes e estruturas. Possui corpo plástico, base de madeira e é resistente.","Massa aproximada do prumo: 300 g, peso total aproximado: 360 g, material do corpo: plástico, material da base: madeira, garantia: 90 dias, comprimento da corda: 1,66 m (varia entre fontes), acabamento: pintura amarela (em alguns modelos), formato: cônico.",https://www.fg.com.br/prumo-de-parede-300g-de-plastico---vonder/p,Não encontrado,https://www.amazon.com.br/Pedreiro-Centro-Parede-Profissional-Preciso/dp/B0FF3Q4LCV | https://www.ramadaferramentas.com.br/product-page/prumo-de-centro-hobby | https://cortag.com/pt-br/produto/prumos-de-parede
1740,PRUMO DE PAREDE 500GR *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Prumo de Parede 500g da Nove54 é uma ferramenta essencial para alinhamento preciso e nivelamento eficiente em obras e reformas. Desenvolvido para profissionais e entusiastas, oferece resistência e durabilidade.",Material do corpo do prumo: Metal; Material da base de apoio do prumo: Madeira; Massa do prumo: 500 g; Peso: 0.50 kg; Garantia do fabricante: 6 meses,https://www.dutramaquinas.com.br/p/prumo-de-parede-500-gramas-33-21-400-500,Não encontrado,https://www.dutramaquinas.com.br/p/prumo-de-parede-500-gramas-33-21-400-500 | https://cortag.com/pt-br/produto/prumos-de-parede | https://www.fg.com.br/prumo-de-parede-500g-em-metal-e-madeira---nove54/p
696,PRUMO DE PAREDE 700GR *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Prumo de Aço de Parede 700g, utilizado para detectar ou conferir a vertical do lugar e elevar o ponto. Ideal para construção civil.","Marca: Max Ferramentas, Código: 82555, Capacidade: 700g, Material: Aço",https://www.felap.com.br/prumo-de-aco-de-parede-700g-max-ferramentas/p/82555,Não encontrado,https://www.mercadaolojista.com.br/produto/prumo-de-parede-700gr-max-ferramentas.html | https://www.ultramaquinas.com.br/produto/prumo-de-aco-parede-700g-608075-momfort-76592 | https://www.ramosconstruir.com.br/produtos/prumo-para-pedreiro-700g-vap
2017,PUNCAO DE CENTRO BELZER 100 X 4MM *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Punção de centro fabricada em cromo vanádio com acabamento oxidado, medida 100 x 4mm, para marcar ou efetuar cavidades para furos, com tratamento especial na ponta de impacto.",Material: cromo vanádio; Acabamento: oxidado; Medida: 100 x 4mm; Garantia: 8 anos e 3 meses; Marca: BELZER,https://www.superproatacado.com.br/puncao-de-centro-100x4mm-belzer-49930/p,Não encontrado,https://www.mixxferramentas.com.br/puncao-100-x-4-mm-belzer | https://www.lojadomecanico.com.br/produto/72745/2/495/puncao-de-centro-100-x-4-mm-belzer-211101br | https://www.superproatacado.com.br/puncao-de-centro-100x4mm-belzer-49930/p
17,PUNCAO DE FURO JOCEC *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Punção de furo para furadeira manual da marca Jocec, utilizada para reparo de portas de aço. Garantia de fábrica de 3 meses.",Marca: Jocec; Modelo: 140102; Comprimento: 15 cm; Largura: 15 cm,https://www.mercadolivre.com.br/puncao-de-furo-alicate-rebitadeira-furadeira-manual--jocec/up/MLBU1466922771,https://www.cofermeta.com.br/construcao/puncao-de-furo-para-furadeira-jocec,https://www.magazinevoce.com.br/magazineproomorelampago/puncao-para-rebitar-furadeira-jocec-000018/p/dbf7cac4f8/fs/afer | https://www.cofermeta.com.br/construcao/puncao-de-furo-para-furadeira-jocec | https://jocec.com.br/produto/furadeira-arrebitadeira-jocec
13,PUNCAO DE REBITAR JOCEC *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Punção de Rebitar Jocec, ferramenta para rebitagem com punção e matriz de furar de 1/8"" (3,18mm) e punção e matriz de rebitar de 8 mm.","Produto: Punção, Marca: Jocec, Peso: 0,025 KG, Tamanho do carácter: 8 mm",https://www.gravia.com/puncao-de-rebitar-jocec/p,https://www.gravia.com/puncao-de-rebitar-jocec/p,https://www.gravia.com/puncao-de-rebitar-jocec/p | https://www.shopcoopera.com.br/puncao-de-rebitar---jocec-970339/p?idsku=1238096
10800,"REBITADOR MANUAL 9,5''",ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Rebitador Manual 9,5'' é uma ferramenta eficiente para a instalação de rebites, ideal para trabalhos de montagem e manutenção. Com estrutura reforçada e pegada ergonômica, facilita o trabalho e garante melhor desempenho nas aplicações.","Tipo: Rebitador manual; Tamanho: 9.5 polegadas; Material: Aço inoxidável e plástico; Composição: 80% aço inoxidável / 20% plástico; Cor: Preto e vermelho; Conteúdo da embalagem: 01 rebitador manual 9.5”, pontas intercambiáveis, chave auxiliar para troca de ponteiras, estrutura com mecanismo de pressão.",https://www.amazon.com.br/Rebitadeira-Profissional-Alicate-Rebitador-Ferramenta/dp/B0GWRZFK1W,Não encontrado,https://www.megakitstore.com.br/produtos/alicate-rebitador-manual-95-fertak | https://www.amazon.com.br/Rebitadeira-Profissional-Alicate-Rebitador-Ferramenta/dp/B0GWRZFK1W | https://www.lojadomecanico.com.br/produto/152292/2/571/alicate-rebitador-manual-profissional-95-pol-lith-lt2029
10802,REBITADOR MANUAL TIPO ALAVANCA 18'',ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Rebitador Manual Tipo Alavanca 18"" é uma ferramenta robusta e de alta resistência, ideal para fixação de rebites em metal. Seu design alavanca oferece maior conforto e eficiência durante o uso, perfeito para trabalhos de construção e montagem.","Material: Aço carbono; Comprimento: 18 Polegadas; Tamanhos de rebites compatíveis: 3/32"" (2,4 mm), 1/8"" (3,2 mm), 5/16"" (4 mm), 3/16"" (4,8 mm)",https://www.gerbran.com.br/rebitador-manual-tipo-alavanca-18-polegadas,Não encontrado,https://www.gerbran.com.br/rebitador-manual-tipo-alavanca-18-polegadas | https://ferpam.com.br/produtos/rebitador-manual-tipo-alavanca-18-loyal | https://www.lojadomecanico.com.br/produto/117232/2/571/alicate-rebitador-tipo-alavanca-de-18-pol-com-4-bicos-brasfort-7414
1616,"REGUA LISA C/ 2,0 M P/ PEDREIRO *",ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Régua para Pedreiro em Alumínio Lisa de 2 metros, com 47mm de largura e 23mm de altura, ideal para nivelamento e alinhamento de superfícies em obras.","Lisa; Kg/metro: 0,242; Largura: 47mm; Altura: 23mm; Comprimento: 2m; Código: 556130; Marca: KALA; Categoria: Régua de Pedreiro",https://www.ferramentaskennedy.com.br/regua-para-pedreiro-em-aluminio-lisa-47x23mm-2m-kala/p,Não encontrado,https://qualmelhorcomprar.com.br/qual-a-melhor-regua-para-pedreiro | https://www.civitt.com.br/reguas-de-pedreiro
1013,RISCADOR DE ACRILICO E FORMICA EDUS *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Riscador de acrílico e formica da marca Edus, ideal para cortes em laminados decorativos e outras superfícies. Permite afiação múltipla e pode ser usado para retirar rejunte e abrir juntas.","Cabo: Madeira. Corpo: Aço forjado. Dimensões: 160x24mm. Peso: 0,36 kg. Ponta: Metal duro (widea).",https://www.rovelu.com.br/produto/riscador-edus-p-formica,Não encontrado,https://www.madeiramadeira.com.br/riscador-para-formica-edus-eda-204459923.html | https://www.leomadeiras.com.br/p/10278708/cortador-e-riscador-formica-e-laminado-1-un-edus | https://www.matconcasa.com.br/produto/cortador-e-riscador-formica-e-laminado-edus-002-850
1106,RISCADOR DE AZULEJO *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Riscador de Azulejo Cortag é uma ferramenta manual projetada para marcar pisos e azulejos com precisão, facilitando cortes alinhados e seguros. Fabricado em aço zincado, oferece resistência à corrosão e durabilidade.","Tipo de Produto: Riscador de Azulejo; Uso Indicado: Para riscar pisos e azulejos; Capacidade: 0,01 mm; Tipo de Material: Aço Zincado; Modelo: Riscador Azulejo; Garantia do Fabricante: 3 Meses; Material da ponta: Carboneto de tungstênio (wídia); Comprimento: 133 mm; Peso: 80 g",https://www.obramax.com.br/riscador-manual-azulejo-cortag/p,Não encontrado,https://www.construlifeloja.com.br/ferramentas/5544-riscador-azulejo-manual-cortag-7893205121013.html | https://www.mercadolivre.com.br/riscador-de-videa-para-azulejo-cortag/up/MLBU1727988546 | https://catalogo.gedore.com.br/produtos/ferramentas-especiais-e-de-medicao/riscador-retocurvo/detalhes/043031-riscador-reto
