idsubproduto,nome_produto,descrsecao,descrgrupo,descrsubgrupo,descricao_produto,especificacao_tecnica,pagina_web,manual,fotos
3664,MANILHA RETA (3) 3/8 P/ CABO DE ACO *,ACESSORIO/MIUDEZA,CLIPS/ESTICADOR/CABO DE ACO,MANILHA,"Manilha reta galvanizada 3/8"" da Vonder, com ótimo custo-benefício, resistência à corrosão e qualidade confiável, ideal para aplicações leves de fixação e união de cabos de aço e correntes.","Medida da manilha: 3/8"" - 9,53 mm; Carga de trabalho: 0,30 tf; Material: Aço carbono; Tipo de acabamento: Zincado; Fator de segurança: 2:1; Norma de referência: N/A; Peso: 0.16 kg; Garantia do fabricante: 3 meses.",https://www.dutramaquinas.com.br/p/manilha-reta-para-cabo-de-aco-3-8-uso-leve-35-64-380-000,https://www.solucoesindustriais.com.br/images/produtos/imagens_190/manilharetaparacabodeaco.pdf,https://www.molyplast.com.br/movimentacao-amarracao-e-elevacao/acessorios-de-elevacao/manilha-reta-38-1t-pino-roscado-716-aco-alloy-euroaco | https://ciadoscabos.com.br/produtos-manilha-reta-alloy.php | https://www.maiscorreios.com.br/manilha-reta-para-cabo-de-aco-3-8-com-pino-reforcado-e-galvanizada-inox-vonder-1388628/p
3665,MANILHA RETA (4) 1/2 P/ CABO DE ACO *,ACESSORIO/MIUDEZA,CLIPS/ESTICADOR/CABO DE ACO,MANILHA,"Manilha reta para cabo de aço, fabricada em aço carbono, com medida de 1/2"" e altura total de 67,0 mm. Utilizada em aplicações de amarração e estaiamento.","Material: Aço carbono; Medida: 1/2""; Altura total: 67,0 mm; Carga de trabalho: 0,75 tf; Fator de segurança: 6:1.",https://www.hdpe.com.br/products/manilha-reta-para-cabo-de-aco-1-2-vonder-1,https://www.acrocabo.com.br/produtos/acessorios-cabo-de-aco/manilha-reta,https://produtos.solucoesindustriais.com.br/metais-produtos-metalicos/produtos-de-metal-metais-produtos-metalicos/solucoes-industriais/manilha-reta-para-cabo-de-aco | https://www.acrocabo.com.br/manilha-reta | https://produtos.solucoesindustriais.com.br/metais-produtos-metalicos/produtos-de-metal-metais-produtos-metalicos/solucoes-industriais/manilha-cabo-de-aco
3666,MANILHA RETA (5) 3/4 P/ CABO DE ACO *,ACESSORIO/MIUDEZA,CLIPS/ESTICADOR/CABO DE ACO,MANILHA,"Manilha reta para cabo de aço, modelo 35.64.340.000, com medida de 3/4"" (19,10 mm) e carga de trabalho de 1,10 tf. Fabricada em aço carbono.","Medida da manilha: 3/4"" - 19,10 mm. Carga de trabalho da manilha: 1,10 tf. Material da manilha: Aço carbono.",https://www.dutramaquinas.com.br/p/manilha-reta-para-cabo-de-aco-3-4-uso-leve-35-64-340-000,https://www.solucoesindustriais.com.br/images/produtos/imagens_190/manilharetaparacabodeaco.pdf,https://www.acrocabo.com.br/manilha-reta | https://ciadoscabos.com.br/produtos-esticadores-cabo-mxm.php | https://jclcabos.com.br/esticador-forjado-manilha-x-manilha-galvanizado-tabela
3955,MANILHA RETA (6) 7/8'' P/ CABO DE ACO *,ACESSORIO/MIUDEZA,CLIPS/ESTICADOR/CABO DE ACO,MANILHA,"A Manilha Reta para Cabo de Aço 7/8"" da Vonder é ideal para aplicações industriais que exigem segurança, resistência e alta confiabilidade em operações de fixação, amarração, movimentação, elevação e içamento de cargas. Produzida em aço carbono e com acabamento galvanizado a fogo, oferece excelente proteção contra oxidação e corrosão.","Medida da manilha: 7/8"" - 22,20 mm; Carga de trabalho: 6,50 tf; Material: Aço carbono; Tipo de acabamento: Galvanizado a Fogo; Fator de segurança: 6:1; Medida A: 36,6 mm; Medida B: 25,4 mm; Medida C: 71,4 mm; Medida D: 24,6 mm; Medida E: 53,1 mm; Medida F: 81,0 mm; Norma de referência: FS RR-C-271D tipo IVB; Peso: 1,35 kg; Profundidade: 13,20 cm; Altura: 5,30 cm; Largura: 11,70 cm; Garantia: 3 meses.",https://www.dutramaquinas.com.br/p/manilha-reta-para-cabo-de-aco-7-8-35-64-100-780,https://www.solucoesindustriais.com.br/images/produtos/imagens_190/manilharetaparacabodeaco.pdf,https://www.ritec.com.br/manilha-reta-para-cabo-de-aco-7-8-2-0008-nord-1099872 | https://www.fg.com.br/manilha-reta-para-cabo-de-aco-7-8--650t-uso-industrial---vonder-plus/p
10678,BROCA ACO CARBONO 13/64,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de aço carbono de 13/64 polegadas, ideal para perfurações precisas em madeira, metal e plásticos. Fabricada em aço rápido de alta performance, garantindo resistência ao desgaste e maior vida útil.","Diâmetro: 13/64 polegadas, Material: Aço rápido, Tipo de afiação: Normal, Sentido de corte: Corte à direita, Compatível com furadeiras elétricas e de bancada.",https://apiguana.com.br/products/broca-aco-rapido-13-64-nove54,https://documents.milwaukeetool.com/58-14-9926d1.pdf,https://www.joli.com.br/broca-aco-rapido-13-64-black-decker/p | https://www.superproatacado.com.br/broca-aco-rapido-13-64-worker-593451/p
1025,BROCA ACO CARBONO 3/8 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de aço carbono de 3/8 polegadas, ideal para perfurações em madeira, plástico e metal. Oferece alta resistência ao desgaste e boa velocidade de penetração.","Material: Aço carbono; Diâmetro da broca: 3/8 polegadas; Comprimento total: 150 mm (6 polegadas); Diâmetro da haste: 5,6 mm; Comprimento: 320 mm (para fibrocimento e mourão); Indicada para uso em madeira, fibrocimento e mourão.",https://www.econominet.com.br/ferramentas/manuais/broca/broca-aco-carbono-para-fibrocimento-e-mourao-38-polegadas,https://www.econominet.com.br/ferramentas/manuais/broca/broca-aco-carbono-para-fibrocimento-e-mourao-38-polegadas,https://www.econominet.com.br/ferramentas/manuais/broca/broca-aco-carbono-para-fibrocimento-e-mourao-38-polegadas | https://www.joli.com.br/broca-aco-rapido-3-8-black-decker/p
1030,BROCA ACO CARBONO 5/32 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de aço rápido com diâmetro 5/32"" (aproximadamente 3.97mm), ideal para furação em metais, proporcionando resultados consistentes e de alta qualidade.","Diâmetro: 5/32"" (3.97mm), Material: Aço Rápido (HSS), Comprimento total: 80mm, Comprimento de corte: 52mm, Diâmetro da haste: 5/32"", Tipo de fixação: Haste cilíndrica, Ângulo da ponta: 118º, Norma: ANSI, Tolerância: H8, Profundidade x Diâmetro: 8xD, Direção de corte: Direito, Modelo: TW105, Marca: LENOX TWILL.",https://www.anhangueraferramentas.com.br/produto/broca-aco-rapido-para-metais-5-32-ansi-tw105-lenox-twill-97993,https://metaltools.com.br/wp-content/uploads/2021/09/catalogo-dormer-pramet-metal-tools.pdf,https://www.megaferrp.com.br/broca-aco-rapido-532-irwin | https://www.codigog.com.br/item-broca_de_centro_5_32_x_7_16_aco_rapido_ht_ferramentas-711.htm | https://www.anhangueraferramentas.com.br/produto/broca-aco-rapido-para-metais-5-32-ansi-tw105-lenox-twill-97993
1515,BROCA ACO CARBONO 9/64 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de aço rápido para metal 9/64"" DIN 338, usada para perfuração em metais ferrosos e não ferrosos. Disponível em embalagens com 10 peças.","Diâmetro: 9/64"", Comprimento total: 85mm, Material: Aço rápido HSS, Norma DIN: 338, Acabamento: Polida, Ângulo de afiação: 118°, Embalagem com 10 peças.",https://www.dutramaquinas.com.br/p/broca-de-aco-rapido-para-metal-9-64-polida-7156555-7156555,https://starrett.com.br/broca-em-aco-rapido-para-metal-diametro-9-64-3-572mm-bar0964,https://www.sertao.com.br/broca-de-aco-rapido-9-64-irwin-258708/p | https://www.codigog.com.br/item-broca_autocentrante_9_64_aco_rapido_ht_ferramentas-732.htm | https://www.joli.com.br/broca-aco-rapido-9-64-black-decker/p
14,BROCA CHATA 6.1/8 - (01) 1/4'' (P/ MADEIRA) *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca chata para madeira de 6.1/8"" (157mm) de comprimento e 1/4"" de diâmetro, ideal para realizar furos precisos em madeira para passagem de cabos e fios.","Marca: Stanley, Código: STA57014B, Diâmetro: 1/4"", Comprimento: 6.1/8"" (157mm), Material: Aço carbono, Garantia: Do fornecedor",https://www.magazinevoce.com.br/magazineofertasdojersu/kit-12pc-broca-chata-para-madeira-157mm-6-1-8-x-1-4-pol-stanley/p/kk225dd52f/fs/fbrc,https://www.boni.com.br/broca-chata-para-madeira--6188221;-x-148221;--150mm-589496-3,https://www.magazinevoce.com.br/magazineofertasdojersu/kit-12pc-broca-chata-para-madeira-157mm-6-1-8-x-1-4-pol-stanley/p/kk225dd52f/fs/fbrc | https://www.boni.com.br/broca-chata-para-madeira--6188221;-x-148221;--150mm-589496-3
946,BROCA CHATA 6.1/8 - (02) 5/16'' (P/ MADEIRA) *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca chata para madeira, ideal para perfurações precisas em materiais como madeira, MDF, compensado e aglomerado. Fabricada em aço carbono resistente com ponta chata/plana.","Marca: Stanley, Medida: 6 1/8"" x 5/16"", Material: Aço carbono, Ponta: Chata/plana, Haste: Sextavada, Comprimento: 150 mm",https://lojafortelar.com.br/produtos/broca-chata-stanley-6-1-8-x-5-16,https://cortag.com/pt-br/produto/brocas-chata-para-madeira,https://www.gravex.com.br/p/10095377/broca-chata-para-madeira-618-x-516 | https://lojafortelar.com.br/produtos/broca-chata-stanley-6-1-8-x-5-16
18,BROCA CHATA 6.1/8 - (04) 7/16'' (P/MADEIRA) *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca chata para madeira com diâmetro 7/16"" e comprimento 6 pol. Indicada para furar chapas finas de madeira, aglomerado e compensado.","Material: Aço carbono; Ponta chata/plana; Haste com ponta sextavada; Encaixe sextavado de 1/4"" (~6,35mm); Comprimento: 6 pol; Diâmetro: 7/16""; Garantia: 90 dias",https://www.fergasequipamentos.com.br/broca_chata_para_madeira_7_16_x_6_rocast_530037_3420.html,https://cortag.com/pt-br/produto/brocas-chata-para-madeira,https://www.gravex.com.br/p/10095377/broca-chata-para-madeira-618-x-516 | https://www.temfer.com.br/ferramentas/brocas/broca-chata/broca-chata-para-madeira-716-cortag | https://www.sertao.com.br/jogo-de-broca-chata-para-madeira-7pcs-collins-1192353/p
1254,BROCA CHATA 6.1/8 - (09) 1'' ( P/ MADEIRA ) *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca chata para madeira com diâmetro de 6.1/8"" e comprimento de 157mm. Fabricada em aço para maior resistência e precisão.","Diâmetro: 6.1/8"", Comprimento: 157mm, Material: Aço",https://www.eletricaserpal.com.br/produto/29384-broca-chata-p-madeira-157mm-618quot;-x-1quot;,https://blog.ferramac.com.br/broca-chata-para-madeira-ferramac,https://www.madeiramadeira.com.br/broca-chata-p-madeira-brasfort-j-7-8-8048-737227919.html | https://www.megaferrp.com.br/broca-chata-madeira-12mm-12-mtx
1072,BROCA CONCRETO 13MM (33/64) *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca Concreto Extra Longa 13mm Worker, indicada para perfuração em concreto, com diâmetro de 13,0mm e comprimento total de 330mm. Oferece desempenho superior e durabilidade.","Diâmetro: 13,0mm, Comprimento total: 330mm, Comprimento da rosca: 215mm, Marca: WORKER, Código: 443549",https://www.ferramentaskennedy.com.br/broca-concreto-extra-longa-13mm-worker-443549/p,https://documents.milwaukeetool.com/58-14-9926d1.pdf,https://www.sertao.com.br/broca-para-concreto-13mm-worker-1181821/p | https://www.ferramentaskennedy.com.br/broca-concreto-extra-longa-13mm-worker-443549/p
1762,BROCA CONCRETO 4MM (5/32) *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca para concreto de 4mm (5/32 polegada) com ponta de metal duro, ideal para perfuração em concreto, alvenaria e pedra. Disponível em diferentes marcas como HTOM, Videa, Bosch e IRWIN.","Dimetro: 4mm (5/32 polegada); Comprimento total: 75mm; Comprimento útil: 40mm; Material do corpo: Aço carbono de alta resistência; Ponta: Metal duro (Widea, Videa); Dureza de corte: 62-65 HRC; Altura: 2mm; Largura: 35mm; Profundidade: 2mm; Comprimento: 70mm; Rotações: 1200rpm; Utilização: Concreto; Peso: 10g; Quantidade: 10 (em alguns kits).",https://www.madeiramadeira.com.br/broca-para-concreto-5-32-x-4mm-din-8039-htom-569025810.html,https://documents.milwaukeetool.com/58-14-9926d1.pdf,https://othondecarvalho.com.br/products/broca-concreto-4mm-5-32-38062-htom | https://www.cbfflexiveisonline.com.br/produto/broca-videa-concreto-4mm-5-32-irwin-153626 | https://www.satyr.casa/broca-widea-para-concreto-4mm-532-10-pecas-irwin/p
1060,BROCA CONCRETO 5MM (3/16) *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca para concreto com diâmetro de 5mm (3/16 polegada), feita de aço rápido (HSS) com ponta widea (vídea) para maior resistência. Ideal para uso em concreto, alvenaria, tijolos e gesso.","Diâmetro: 5mm (3/16 polegada); Material do corpo: Aço rápido (HSS); Ponta: Widea (vídea); Aplicação: Concreto, alvenaria, tijolos, gesso; Comprimento total: 90mm; Comprimento útil: 50mm",https://www.sveletrica.com/broca-para-concreto-5mm-3-16-7744-00a0001vf6/p,https://documents.milwaukeetool.com/58-14-9926d1.pdf,https://www.normatel.com.br/produto/broca-para-concreto-90x5mm-3-16-irwin-93308 | https://www.fg.com.br/broca-para-concreto-50mm---3-16----vonder/p | https://www.cbfflexiveisonline.com.br/produto/broca-videa-concreto-5mm-3-16-irwin-153627
1062,BROCA CONCRETO 8MM (5/16 ) *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca para concreto de 8mm (5/16 polegadas) com ponta de metal duro, indicada para uso em concreto, alvenaria e azulejos. Possui acabamento niquelado para maior resistência à oxidação.",Diâmetro: 8mm (5/16 polegadas); Comprimento total: 120mm; Comprimento do canal de corte: 70mm; Material: Aço temperado com tratamento; Ponta de metal duro; Acabamento niquelado.,https://www.fg.com.br/broca-para-concreto-8mm---5-16----vonder/p,https://fercos-s3-ecommerce.s3.amazonaws.com/documento_produto/333678/1_PE_333678.pdf,https://www.ferragensfloresta.com.br/broca-para-concreto-8mm-5-16-iw907-irwin/p | https://www.sertao.com.br/broca-para-concreto-8mm-worker-1181791/p | https://www.fg.com.br/broca-para-concreto-8mm---5-16----vonder/p
646,BROCA CONCRETO EXTRA LONGA 330 MM X 1/2 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca para concreto Irwin Extra Longa, com 13 mm de diâmetro e 330 mm de comprimento total. Ideal para perfurações precisas em concreto, oferece alta durabilidade e eficiência.","Diâmetro: 13,0 mm, Comprimento total: 330 mm, Comprimento do canal: 215 mm, Haste: 10,0 mm, Peso: 247 g, Material: Ponta de metal, Corpo temperado, Tratamento 'Shot Blasting'",https://www.mercadolivre.com.br/broca-para-concreto-irwin-extra-longa-13-x-330mm-12p/up/MLBU1972782632,https://www.fg.com.br/broca-ponta-de-metal-duro-para-concreto-12mmx330mm-extra-longa/p,https://www.nikkeypar.com.br/broca-de-videa-extra-longa-13-x-330-x-215mm-irwin-iw943-p281391 | https://www.sertao.com.br/broca-para-concreto-extra-longa-10mm-irwin-275330/p | https://www.hiperfer.com.br/broca-de-videa-para-concreto-extra-longa-8-0mm-x-330mm-irwin
5965,BROCA CONCRETO LONGA 300 MM X 1/2 (DIAMANTE AZUL),ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca Longa para Concreto 3/8"" x 300mm Videa Diamante Azul, ideal para perfurações profundas em concreto, alvenaria, tijolos e pedras. Com ponta de metal duro para maior resistência.","Diâmetro: 3/8"" (9.5mm), Comprimento total: 300mm, Material: Aço com ponta de carboneto de tungstênio, Peso: 0,12 kg, Altura: 30 cm, Largura: 0,95 cm, Comprimento: 0,95 cm",https://www.obralight.com.br/produtos/broca-longa-para-concreto-38-x-300mm-videa-diamante-azul-atravessar-paredes,https://s3.sa-east-1.amazonaws.com/bd-sp.canaldapeca.com.br/Wurth/CATALOGO/01-11-2022/01.01.00090A/01.01.0090A.PDF,https://www.obralight.com.br/produtos/broca-longa-para-concreto-38-x-300mm-videa-diamante-azul-atravessar-paredes | https://www.fortalezamacon.com.br/product/464727/broca-longa-p-concreto-3-8-x-300mm-gran-disco-diamante-azul
1034,BROCA DE ACO RAPIDO (01) - 1/16 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de aço rápido com diâmetro de 1/16 polegada, ideal para perfuração em metais, plásticos e madeira. Utilizada com furadeiras para fazer furos precisos.","Diâmetro: 1/16 polegada (1.5mm), Comprimento Total: 45mm, Material: Aço Rápido, Tipo: Broca Helicoidal, Norma: ANSI B94.11 M",https://glcomercial.com.br/produto/broca-aco-rapido-dormer-01-1-16-a1541-16b/1440?cat=63,https://pt.scribd.com/document/372703170/04-Ferramentas-de-Corte,https://www.ferramentaskennedy.com.br/broca-aco-rapido-irwin-1-16-/p | https://starrett.com.br/broca-em-aco-rapido-para-metal-diametro-1-16-1-588mm-bar0116
1035,BROCA DE ACO RAPIDO (03) - 5/64 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de Aço Rápido 5/64"" da Irwin, projetada para maior durabilidade e resistência, com haste cilíndrica e corte a direita, ideal para perfurações em metais.","Código: 258609, Código do Fabricante: 0, Marca: IRWIN, Categoria: Brocas e Fresas, Comprimento: 50 mm, Comprimento canal: 25 mm, Garantia do fabricante: Contra defeito de fabricação, Polegadas: 5/64"", Produto: Broca, Situação do produto: NO, Uso indicado: Utilização em metais",https://www.sertao.com.br/broca-de-aco-rapido-5-64-irwin-258609/p,https://www.irwin.com.br/categorias-em-destaque/acessorios/brocas-fast,https://www.sertao.com.br/broca-de-aco-rapido-5-64-irwin-258609/p | https://www.ferramentaskennedy.com.br/broca-aco-rapido-irwin-5-64-/p | https://www.lojaagrometal.com.br/produto/broca-aco-rapido-03-3-64-pol-irwin-87774
1038,BROCA DE ACO RAPIDO (05) - 1/8 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de aço rápido (HSS) com diâmetro de 1/8 polegada, fabricada sob a norma DIN 338. Ideal para perfurações em metais ferrosos e não ferrosos, com acabamento brilhante e design otimizado para maior eficiência.","Marca: Rocast, Código: 5.0027, Diâmetro: 1/8"", Material: Aço rápido (HSS), Norma: DIN 338, Acabamento: Brilhante, Comprimento total: 69mm (Dewalt), Peso: 0.04 kg (Dewalt)",https://www.felap.com.br/broca-aco-rapido-1-8-rocast/p/5-0027,https://pt.scribd.com/document/372703170/04-Ferramentas-de-Corte,https://www.guaxucabos.com.br/broca-aco-rapido-irwin-0518 | https://www.codigog.com.br/item-broca_de_centro_1_8_x_5_16_aco_rapido_ht_ferramentas-710.htm | https://www.felap.com.br/broca-aco-rapido-1-8-rocast/p/5-0027
1039,BROCA DE ACO RAPIDO (06) - 9/64 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de aço rápido 9/64"" DIN 338, usada para perfuração em metais ferrosos e não ferrosos. Feita de aço rápido HSS, com acabamento polido e ngulo de afiação de 118°.","Diâmetro: 9/64"", Comprimento total: 85 mm, Material: Aço rápido HSS, Norma DIN: 338, Acabamento: Polido, Ângulo de afiação: 118°, Embalagem com 10 peças.",https://www.dutramaquinas.com.br/p/broca-de-aco-rapido-para-metal-9-64-polida-7156555-7156555,https://www.fermec.com.br/produtos/pdf-ferramentas/Broca-Aco-Rapido-Fermec-DIN-338---TIN-1844.pdf?v=2026-04-01,https://www.desicon.com.br/broca-irwin-aco-rapido-964-para-metal-iw1113-profissional-1 | https://www.rofedistribuidora.com.br/broca-aco-rapido-9648221;--vox-158951-9
1045,BROCA DE ACO RAPIDO (12) - 15/64 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de Aço Rápido 15/64"" para perfurações em metais ferrosos e não ferrosos, com alta durabilidade e precisão. Ideal para uso doméstico e profissional.","Material: Aço Rápido (HSS); Norma: ANSI B94.11M; Diâmetro: 15/64""; Área de Corte: 69mm; Comprimento Total: 100mm; Ângulo de Afiação: 118°; Acabamento: Polido",https://www.nikkeypar.com.br/broca-aco-rapido15-64-pol-tw105-twill-p280312,https://www.vonder.com.br/produto/broca_de_ao_rpido_1564_din_338_hss_vonder/3376,https://www.vonder.com.br/produto/broca_de_ao_rpido_1564_din_338_hss_vonder/3376 | https://www.sertao.com.br/broca-de-aco-rapido-15-64-irwin-258852/p | https://www.tramontina.com.br/broca-para-aco-15%2F64%22-x-87-mm-tramontina-em-aco-rapido-hss-din-338-para-uso-domestico/43125114.html
1047,BROCA DE ACO RAPIDO (14) - 17/64 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de aço rápido com diâmetro de 17/64 polegadas, fabricada em aço rápido (HSS) para perfurações precisas em diversos materiais como madeira, metal e plásticos. Oferece durabilidade e resistência em ambientes de trabalho exigentes.","Diâmetro: 17/64 polegadas, Material: Aço rápido (HSS), Norma: ANSI B 94.1 1M, Ponta: 118°, Comprimento total: 107 mm, Comprimento de corte: 75 mm, Acabamento: Polido, Garantia: 90 dias",https://www.nikkeypar.com.br/broca-aco-rapido17-64-pol-tw105-twill-p280306,https://www.fermec.com.br/produtos/pdf-ferramentas/Brocas-Aco-Rapido-Fermec-DIN-338-976.pdf?v=2026-04-01,https://www.guaxucabos.com.br/broca-aco-rapido-irwin-1764 | https://www.codigog.com.br/item-broca_autocentrante_17_64_aco_rapido_ht_ferramentas-740.htm | https://www.lojadomecanico.com.br/produto/113395/37/778/broca-aco-rapido-para-metal-1764-pol-irwin-iw1462
1048,BROCA DE ACO RAPIDO (15) - 9/32 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca Aço Rápido HT 9/32"" é uma ferramenta de perfuração de precisão para uso em furadeiras e máquinas-ferramentas, ideal para perfuração em aço, ferro fundido, alumínio e materiais não ferrosos.","Tipo de Produto: Broca Aço Rápido HT; Diâmetro: 9/32"" (7,14 mm); Material: Aço Rápido (HSS/HT); Tipo de Haste: Cilíndrica; Acabamento: Revestimento HT (Alta Temperatura); Aplicação: Aço, Ferro Fundido, Alumínio, Materiais Não Ferrosos; Norma de Referência: DIN 338 (Canais Helicoidais); Ponta: 118°; Comprimento total: 112 mm; Garantia: 8 anos e 3 meses",https://www.jofepar.com.br/broca-aco-rapido-ht-9-32-p3368,https://www.fermec.com.br/produtos/pdf-ferramentas/Broca-Aco-Rapido-Fermec-DIN-338---TIN-1844.pdf?v=2026-04-01,https://www.armazemdassoldas.com.br/broca-aco-rapido-hss-g-932 | https://www.vonder.com.br/produto/broca_de_ao_rpido_1564_din_338_hss_vonder/3376 | https://www.lojadomecanico.com.br/produto/113396/37/778/broca-aco-rapido-932-pol-para-metal-irwin-iw1463
1049,BROCA DE ACO RAPIDO (16) - 19/64 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de aço rápido 19/64"" para furação em metais ferrosos e não ferrosos, produzida em aço rápido (HSS) com tratamento térmico, proporcionando alta durabilidade e precisão.","Diâmetro de corte: 19/64""; Tipo de fixação: haste cilíndrica; Diâmetro da haste: 19/64""; Material: HSS; Aplicação: metal; Acabamento: retificado; Ângulo da ponta: 118°; Norma: ANSI; Comprimento total: 113mm; Comprimento de corte: 80mm; Profundidade x diâmetro: 8xD; Direção de corte: direito; Tolerância: H8.",https://www.tramontina.com.br/broca-para-aco-19%2F64%22-x-110-mm-tramontina-em-aco-rapido-hss-din-338-para-uso-domestico/43125118.html,https://www.fermec.com.br/produtos/pdf-ferramentas/Fabricacao-de-Broca-2021.pdf?v=2026-04-01,https://www.satyr.casa/broca-aco-rapido-1964-7541mm-5-pecas-irwin/p | https://www.superproatacado.com.br/broca-aco-rapido-19-64-irwin-73083/p | https://compraotima.com.br/produto/322/broca-aco-rapido-1964x110mm-pt-10un-basic-tramontina
1050,BROCA DE ACO RAPIDO (17) - 5/16 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de aço rápido com diâmetro de 5/16"" (aproximadamente 7,94 mm), fabricada em aço rápido (HSS) e indicada para perfurações em metais ferrosos e não ferrosos. Possui corpo polido e envernizado, com tempera total e ângulo de afiação de 118°.","Diâmetro: 5/16"" (aproximadamente 7,94 mm), Comprimento Total: 117 mm, Material: Aço Rápido (HSS), Aplicação: Perfurações em metais ferrosos e não ferrosos, Corpo polido e envernizado, Tempera total, Ângulo de afiação: 118°, Norma: DIN 338, Tipo de canal: Helicoidal, Tolerância: H8, Comprimento de corte: 83 mm, Profundidade x Diâmetro: 8xD, Direção de corte: Direito, Modelo: TW105, Marca: LENOX TWILL.",https://www.fg.com.br/broca-aco-rapido-haste-paralela-5-16--uso-geral-a100-oxidada-din-338/p,https://www.fermec.com.br/produtos/pdf-ferramentas/Broca-Aco-Rapido-Fermec-DIN-338---TIN-1844.pdf?v=2026-04-01,https://www.codigog.com.br/item-broca_autocentrante_5_16_aco_rapido_ht_ferramentas-742.htm | https://www.coferraze.com.br/aco-rapido/brocas/kit-broca-aco-rapido-516-com-4-pecas | https://www.cofermeta.com.br/solda-e-corte/brocas/broca-aco-rapido-conica-5-16-polegada-cone-morse-1-din-345-dormer
1051,BROCA DE ACO RAPIDO (18) - 21/64 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de Aço Rápido 21/64"" é uma ferramenta essencial para perfurações precisas em madeira, metal e plásticos. Fabricada em aço rápido, oferece alta resistência ao desgaste e desempenho superior.","Diâmetro de Corte: 21/64""; Tipo de Fixação: Haste Cilíndrica; Diâmetro da Haste: 21/64""; Material: HSS; Aplicação: Metal; Acabamento: Retificado; Revestimento: Não; Ângulo da Ponta: 118º; Norma: ANSI; Tipo de Canal: Helicoidal; Tolerância: H8; Comprimento Total: 119mm; Comprimento de Corte: 86mm; Profundidade x Diâmetro: 8xD; Direção de Corte: Direito; Modelo: 5348021640; Marca: ECCOFER.",https://www.nikkeypar.com.br/broca-aco-rapido-21-64-irwin-iw1125-p281424,https://www.fermec.com.br/produtos/pdf-ferramentas/Broca-Aco-Rapido-Fermec-DIN-338---TIN-1844.pdf?v=2026-04-01,https://www.ferramentaskennedy.com.br/broca-aco-rapido-irwin-21-64-/p | https://www.royalmaquinas.com.br/broca-aco-rapido-irwin-2164-833mm-hss-standard-helicoidal-alta-precisao-para-metal-profissional.html | https://www.anhangueraferramentas.com.br/produto/broca-aco-rapido-para-metais-21-64-ansi-tw105-lenox-twill-97983
1052,BROCA DE ACO RAPIDO (19) - 11/32 *,ACESSORIO/MIUDEZA,FERRAMENTAS,BROCA,"Broca de aço rápido de 11/32"" (9,0mm) para perfuração em metais ferrosos e não ferrosos, com corpo polido e envernizado, tempera total e ângulo de afiação de 118°.","DIN 338, Peso: 27g, Tamanho: 11/32"" (9,0mm), Corpo em aço rápido (HSS), Tempera total, Corpo polido e envernizado, Ângulo de afiação de 118°, Altura: 0,7cm, Largura: 0,7cm, Comprimento: 11cm.",https://compraotima.com.br/produto/322/broca-aco-rapido-1964x110mm-pt-10un-basic-tramontina,https://starrett.com.br/broca-em-aco-rapido-para-metal-diametro-11-32-8-731mm-bar1132,https://www.guemat.com.br/broca-aco-rapido-para-metal-1600mm-iw1362-irwin | https://equiparferramentas.com.br/produto/broca-de-aco-rapido-de-3mm-makita-d-64294 | https://www.guemat.com.br/broca-aco-rapido-1400mm-iw1354-irwin
